Date,Precipitation,Temperature,Relative Humidity,Wind Speed
1985-02-22,0.0,26.16,69.67,20.65
1985-02-23,0.0,26.2,69.25,21.72
1985-02-24,0.0,25.71,71.79,20.56
1985-02-25,0.0,26.83,69.04,19.3
1985-02-26,0.0,25.42,78.12,11.42
1985-02-27,0.0,25.5,77.88,15.4
1985-02-28,0.0,26.14,75.54,16.86
1985-03-01,0.0,26.23,72.67,10.82
1985-03-02,0.0,26.24,71.54,14.79
1985-03-03,0.0,26.43,69.21,15.24
1985-03-04,0.0,27.19,62.83,22.79
1985-03-05,0.0,27.16,64.67,26.16
1985-03-06,0.0,26.64,65.5,26.64
1985-03-07,0.0,26.34,64.46,25.17
1985-03-08,0.0,26.25,68.12,23.76
1985-03-09,0.0,26.26,64.71,24.22
1985-03-10,0.0,26.27,62.71,25.97
1985-03-11,0.0,25.94,66.21,26.21
1985-03-12,0.0,26.05,64.25,29.76
1985-03-13,0.0,26.95,63.08,28.12
1985-03-14,0.0,26.26,66.29,30.65
1985-03-15,0.0,26.0,58.67,35.44
1985-03-16,0.0,24.72,61.17,31.29
1985-03-17,0.0,26.58,56.96,28.11
1985-03-18,0.0,26.68,65.08,26.09
1985-03-19,0.0,26.06,68.17,25.83
1985-03-20,0.0,25.98,64.17,24.86
1985-03-21,0.0,25.61,64.88,26.43
1985-03-22,0.0,25.88,68.17,24.28
1985-03-23,0.0,26.84,69.5,22.11
1985-03-24,0.0,26.67,68.83,20.3
1985-03-25,0.0,26.79,68.21,21.14
1985-03-26,0.0,26.56,72.83,12.28
1985-03-27,0.0,27.37,70.58,6.16
1985-03-28,0.0,27.57,65.96,9.41
1985-03-29,0.0,26.81,69.67,8.22
1985-03-30,0.0,26.06,62.5,15.74
1985-03-31,0.0,26.27,67.17,24.82
1985-04-01,0.0,26.93,66.0,24.31
1985-04-02,0.0,26.74,67.79,21.52
1985-04-03,0.0,26.21,72.33,17.2
1985-04-04,0.0,26.16,71.08,19.17
1985-04-05,0.0,27.16,70.62,15.6
1985-04-06,0.0,27.74,70.29,6.18
1985-04-07,0.0,27.47,69.83,12.23
1985-04-08,0.1,28.29,69.62,17.97
1985-04-09,0.0,28.48,71.25,16.28
1985-04-10,0.0,28.01,68.08,15.05
1985-04-11,0.0,29.22,65.46,14.8
1985-04-12,0.0,27.89,73.96,11.93
1985-04-13,0.0,27.14,68.0,9.75
1985-04-14,0.0,26.8,65.79,7.6
1985-04-15,0.0,26.76,69.42,15.13
1985-04-16,0.0,27.05,66.67,20.36
1985-04-17,0.0,28.24,66.42,19.23
1985-04-18,0.0,27.72,68.08,15.56
1985-04-19,0.0,27.29,71.33,16.83
1985-04-20,0.0,25.09,90.58,8.52
1985-04-21,0.2,28.53,67.83,14.91
1985-04-22,0.1,27.56,72.79,6.1
1985-04-23,0.0,27.56,71.54,4.82
1985-04-24,1.2,27.29,76.0,6.41
1985-04-25,23.5,24.28,93.58,4.58
1985-04-26,0.0,26.08,78.71,6.08
1985-04-27,3.8,24.58,90.29,11.54
1985-04-28,1.4,24.73,83.75,9.23
1985-04-29,5.7,25.64,82.62,3.87
1985-04-30,25.8,26.21,85.58,5.23
1985-05-01,13.3,25.25,87.04,14.08
1985-05-02,0.0,26.0,82.12,16.07
1985-05-03,1.4,26.36,80.0,15.19
1985-05-04,0.0,26.79,80.25,13.89
1985-05-05,0.0,26.08,81.38,16.18
1985-05-06,0.0,27.9,73.12,14.03
1985-05-07,0.0,27.56,74.58,8.61
1985-05-08,4.6,26.01,83.42,5.56
1985-05-09,16.4,23.92,93.96,7.52
1985-05-10,3.4,23.79,93.71,5.34
1985-05-11,0.1,26.78,77.42,8.68
1985-05-12,0.1,27.57,73.83,3.85
1985-05-13,0.0,27.4,75.29,9.07
1985-05-14,3.8,25.59,86.25,3.98
1985-05-15,0.0,27.12,75.29,4.55
1985-05-16,0.0,27.39,70.08,15.04
1985-05-17,0.0,28.3,68.62,20.14
1985-05-18,0.2,28.41,67.67,18.8
1985-05-19,0.4,28.24,70.0,15.94
1985-05-20,0.0,27.1,75.46,13.36
1985-05-21,0.0,27.57,75.0,14.28
1985-05-22,0.0,27.32,74.62,16.79
1985-05-23,0.0,27.75,71.5,16.53
1985-05-24,0.0,28.0,72.21,12.39
1985-05-25,0.0,27.95,72.96,10.79
1985-05-26,0.0,27.61,75.62,5.88
1985-05-27,0.0,28.06,73.92,9.15
1985-05-28,0.0,27.73,77.54,15.9
1985-05-29,0.0,27.39,77.58,14.47
1985-05-30,0.2,28.08,72.62,14.95
1985-05-31,0.0,28.22,69.25,15.97
1985-06-01,0.1,29.17,65.54,15.05
1985-06-02,17.1,26.74,85.71,11.86
1985-06-03,12.7,26.71,86.83,8.65
1985-06-04,7.5,26.54,85.42,15.4
1985-06-05,0.6,26.87,78.04,10.79
1985-06-06,2.0,27.88,76.12,14.99
1985-06-07,7.8,26.85,81.46,17.21
1985-06-08,0.9,29.11,67.33,17.45
1985-06-09,2.5,28.09,75.54,12.26
1985-06-10,1.0,27.98,71.5,21.96
1985-06-11,1.2,27.96,72.83,20.52
1985-06-12,0.2,27.62,75.33,16.63
1985-06-13,5.8,25.76,87.17,20.32
1985-06-14,0.4,26.79,79.08,21.04
1985-06-15,0.0,27.84,71.58,22.23
1985-06-16,0.0,29.25,60.88,22.69
1985-06-17,0.0,27.81,65.08,26.88
1985-06-18,3.2,25.34,83.29,28.18
1985-06-19,3.2,25.77,76.67,32.31
1985-06-20,0.0,27.52,68.62,26.98
1985-06-21,0.0,28.94,62.67,22.34
1985-06-22,2.5,27.31,72.46,20.58
1985-06-23,0.0,28.18,65.33,20.43
1985-06-24,0.1,28.05,63.0,24.11
1985-06-25,0.0,28.4,63.42,25.02
1985-06-26,0.7,28.15,63.42,24.09
1985-06-27,0.0,27.63,65.83,30.46
1985-06-28,0.0,27.94,63.21,31.57
1985-06-29,0.0,27.79,64.38,30.53
1985-06-30,0.0,29.05,57.17,24.9
1985-07-01,0.3,28.58,62.33,24.7
1985-07-02,0.1,27.86,66.42,25.76
1985-07-03,1.5,27.22,73.08,20.53
1985-07-04,0.0,27.8,67.96,15.69
1985-07-05,4.4,26.67,78.21,11.98
1985-07-06,4.4,25.8,83.88,12.78
1985-07-07,9.9,25.21,87.58,16.58
1985-07-08,4.2,26.57,81.04,14.99
1985-07-09,7.7,25.91,82.96,13.88
1985-07-10,4.1,26.11,83.38,3.75
1985-07-11,19.5,23.82,94.04,8.04
1985-07-12,2.3,24.39,87.21,9.3
1985-07-13,0.0,27.43,71.75,14.24
1985-07-14,2.2,25.7,83.04,8.76
1985-07-15,2.3,27.62,74.5,3.89
1985-07-16,0.2,27.13,72.08,6.33
1985-07-17,4.7,25.57,85.58,7.15
1985-07-18,3.1,25.09,86.08,15.46
1985-07-19,0.8,26.04,77.83,15.2
1985-07-20,0.0,27.4,70.04,10.74
1985-07-21,0.0,27.34,71.12,5.83
1985-07-22,0.0,27.35,70.83,7.63
1985-07-23,0.0,27.33,71.12,5.82
1985-07-24,0.0,27.28,72.33,9.6
1985-07-25,0.0,27.76,66.38,17.22
1985-07-26,0.3,28.36,64.38,19.04
1985-07-27,0.9,27.97,66.08,15.18
1985-07-28,1.3,27.4,71.75,14.39
1985-07-29,5.0,28.2,72.75,13.8
1985-07-30,0.0,27.12,72.96,11.81
1985-07-31,0.0,27.38,70.08,13.33
1985-08-01,5.0,27.71,74.75,12.42
1985-08-02,0.1,25.93,83.88,14.95
1985-08-03,0.1,27.72,70.17,14.55
1985-08-04,1.2,27.78,69.54,19.96
1985-08-05,0.6,28.88,63.75,18.5
1985-08-06,0.4,29.83,56.96,14.01
1985-08-07,1.2,28.02,66.75,22.3
1985-08-08,4.4,26.58,77.12,25.15
1985-08-09,18.2,24.44,91.71,23.35
1985-08-10,0.0,26.84,75.38,25.41
1985-08-11,0.0,28.21,69.33,25.06
1985-08-12,0.0,26.88,76.21,26.61
1985-08-13,1.2,25.32,87.42,24.6
1985-08-14,0.1,26.94,77.29,22.83
1985-08-15,0.0,28.13,72.58,22.24
1985-08-16,0.0,28.28,71.54,18.87
1985-08-17,0.0,27.28,77.75,17.66
1985-08-18,0.0,27.1,74.71,21.75
1985-08-19,0.0,28.57,67.96,22.45
1985-08-20,0.0,28.49,66.96,24.25
1985-08-21,0.0,28.7,66.04,22.69
1985-08-22,0.0,28.07,68.21,23.57
1985-08-23,0.0,28.68,69.83,25.71
1985-08-24,0.1,28.5,69.79,24.86
1985-08-25,0.0,28.75,68.21,25.29
1985-08-26,0.1,28.43,69.58,27.75
1985-08-27,4.5,27.54,79.62,24.22
1985-08-28,1.7,28.33,71.88,19.63
1985-08-29,0.3,28.39,67.29,20.84
1985-08-30,0.0,28.9,65.04,21.46
1985-08-31,0.0,28.65,69.17,20.47
1985-09-01,0.6,28.29,68.88,17.29
1985-09-02,4.2,27.02,79.71,13.34
1985-09-03,5.8,26.13,83.5,15.93
1985-09-04,9.3,25.55,86.46,21.49
1985-09-05,0.0,26.26,75.33,25.45
1985-09-06,0.0,27.22,70.33,26.65
1985-09-07,0.0,26.45,77.08,21.35
1985-09-08,4.2,26.26,82.46,17.55
1985-09-09,16.6,24.52,96.04,11.45
1985-09-10,8.1,25.57,91.62,7.35
1985-09-11,0.0,26.08,82.08,12.36
1985-09-12,1.0,26.12,84.12,4.41
1985-09-13,11.2,25.26,90.33,2.96
1985-09-14,9.9,25.26,90.33,2.43
1985-09-15,7.1,25.68,89.75,2.69
1985-09-16,3.0,26.08,86.08,4.19
1985-09-17,24.5,24.75,95.38,4.74
1985-09-18,15.3,25.38,91.96,3.34
1985-09-19,18.3,25.2,92.58,5.35
1985-09-20,0.6,25.68,85.38,3.95
1985-09-21,1.3,25.94,85.29,8.59
1985-09-22,0.9,26.28,81.96,6.39
1985-09-23,0.0,27.04,76.71,5.46
1985-09-24,0.0,26.57,74.25,12.55
1985-09-25,0.0,27.1,68.96,18.11
1985-09-26,6.2,25.97,86.0,14.49
1985-09-27,1.9,26.24,83.46,10.86
1985-09-28,1.1,25.81,85.12,4.83
1985-09-29,1.1,25.24,87.92,2.65
1985-09-30,0.4,26.33,82.67,3.53
1985-10-01,8.6,25.29,90.12,6.78
1985-10-02,1.0,26.3,83.92,6.39
1985-10-03,1.3,24.48,90.42,9.12
1985-10-04,0.0,26.18,75.92,15.2
1985-10-05,0.0,26.79,69.04,17.32
1985-10-06,0.0,26.79,70.92,17.08
1985-10-07,0.0,27.02,71.21,13.75
1985-10-08,3.0,26.73,80.71,9.6
1985-10-09,0.0,26.97,78.0,9.05
1985-10-10,0.6,26.2,82.04,9.94
1985-10-11,0.5,25.33,84.62,21.38
1985-10-12,0.3,25.05,84.83,12.3
1985-10-13,6.8,25.73,85.83,7.55
1985-10-14,4.3,25.18,88.17,6.17
1985-10-15,1.7,26.17,83.58,12.43
1985-10-16,1.1,26.29,81.71,8.72
1985-10-17,0.7,26.45,81.21,12.14
1985-10-18,0.1,26.3,75.79,10.99
1985-10-19,1.1,25.7,81.08,2.88
1985-10-20,0.3,26.19,76.21,8.38
1985-10-21,0.3,26.29,76.42,9.46
1985-10-22,0.0,25.6,79.12,13.11
1985-10-23,0.0,26.19,71.58,19.22
1985-10-24,0.0,26.74,70.88,17.45
1985-10-25,0.0,26.96,72.71,11.03
1985-10-26,0.0,26.02,77.04,13.93
1985-10-27,0.0,26.53,73.58,16.5
1985-10-28,0.0,26.5,74.12,14.14
1985-10-29,0.0,26.02,72.71,16.48
1985-10-30,0.0,26.02,73.75,21.07
1985-10-31,0.0,25.77,72.83,23.89
1985-11-01,0.0,25.74,69.21,25.64
1985-11-02,0.0,26.31,67.0,23.83
1985-11-03,0.0,26.96,67.38,22.76
1985-11-04,0.0,27.13,67.42,23.86
1985-11-05,0.0,26.34,70.42,22.17
1985-11-06,0.0,26.67,71.0,22.09
1985-11-07,0.0,25.84,77.42,19.63
1985-11-08,0.0,26.14,74.67,19.33
1985-11-09,0.0,26.75,72.04,18.84
1985-11-10,0.0,26.71,71.67,20.68
1985-11-11,0.0,26.22,74.38,20.21
1985-11-12,0.0,26.1,74.08,21.02
1985-11-13,0.0,26.39,71.88,22.47
1985-11-14,0.0,26.14,68.75,24.52
1985-11-15,0.0,26.59,65.62,23.85
1985-11-16,0.0,27.29,66.17,21.8
1985-11-17,0.5,26.01,75.29,22.65
1985-11-18,0.0,25.7,73.38,22.8
1985-11-19,0.0,25.93,72.83,22.7
1985-11-20,0.0,25.57,70.38,19.97
1985-11-21,0.0,26.31,69.46,15.25
1985-11-22,7.9,23.14,94.46,9.57
1985-11-23,16.7,23.38,92.92,9.51
1985-11-24,4.3,24.61,76.71,20.86
1985-11-25,6.1,23.28,95.08,17.07
1985-11-26,0.0,24.14,86.58,8.21
1985-11-27,0.0,25.98,73.92,14.37
1985-11-28,1.1,25.95,79.12,15.53
1985-11-29,0.0,26.48,70.04,23.62
1985-11-30,0.0,26.28,69.25,24.81
1985-12-01,5.6,25.46,74.04,24.9
1985-12-02,0.0,26.72,65.79,24.92
1985-12-03,0.0,26.09,71.71,23.66
1985-12-04,0.0,25.67,70.67,20.97
1985-12-05,0.1,25.89,73.71,18.91
1985-12-06,0.0,26.67,71.08,18.66
1985-12-07,0.0,25.8,73.08,18.91
1985-12-08,0.0,25.66,71.29,20.67
1985-12-09,0.0,25.34,71.42,20.94
1985-12-10,0.0,25.2,71.92,19.91
1985-12-11,0.0,25.72,70.0,23.08
1985-12-12,0.0,25.61,68.17,29.59
1985-12-13,0.0,24.59,69.25,27.84
1985-12-14,0.0,24.71,63.67,27.96
1985-12-15,0.0,23.94,57.29,32.81
1985-12-16,0.0,22.07,66.12,28.11
1985-12-17,0.0,23.42,60.46,27.86
1985-12-18,0.0,24.31,67.04,24.24
1985-12-19,0.0,25.33,62.29,24.3
1985-12-20,0.0,24.72,69.96,27.93
1985-12-21,3.4,23.16,77.33,32.02
1985-12-22,0.2,24.1,66.42,29.65
1985-12-23,0.0,23.24,57.58,33.05
1985-12-24,0.0,22.12,60.12,30.78
1985-12-25,0.0,23.19,63.92,28.37
1985-12-26,0.0,23.96,70.79,26.59
1985-12-27,0.0,23.44,71.08,26.7
1985-12-28,0.0,23.01,70.12,26.08
1985-12-29,0.0,23.7,65.67,21.16
1985-12-30,0.0,23.15,74.21,18.82
1985-12-31,0.0,25.63,68.96,20.21
1986-01-01,0.0,24.95,67.12,29.02
1986-01-02,0.0,23.27,65.12,31.18
1986-01-03,0.0,24.36,59.25,28.99
1986-01-04,0.0,24.19,64.67,32.96
1986-01-05,0.0,22.71,62.75,37.3
1986-01-06,0.0,22.73,61.79,32.61
1986-01-07,0.0,23.05,62.96,34.95
1986-01-08,0.0,22.82,64.58,34.69
1986-01-09,0.0,23.25,62.12,32.43
1986-01-10,0.0,22.92,63.5,33.9
1986-01-11,0.0,22.71,64.58,31.09
1986-01-12,0.0,23.41,62.0,28.16
1986-01-13,0.0,24.39,61.33,28.99
1986-01-14,0.0,24.91,67.12,27.04
1986-01-15,0.0,24.8,67.58,26.12
1986-01-16,0.0,24.65,67.29,24.78
1986-01-17,0.0,24.74,68.5,21.8
1986-01-18,0.0,23.5,69.67,20.12
1986-01-19,0.0,25.01,61.88,22.26
1986-01-20,0.0,25.08,61.75,25.47
1986-01-21,0.0,24.83,57.58,26.27
1986-01-22,0.0,25.12,62.33,21.95
1986-01-23,0.0,24.39,61.62,25.65
1986-01-24,0.0,24.72,61.0,27.51
1986-01-25,0.0,24.44,59.12,27.09
1986-01-26,0.0,25.17,51.83,31.23
1986-01-27,0.0,22.6,59.71,33.64
1986-01-28,0.0,23.14,57.38,28.19
1986-01-29,0.0,24.29,62.54,24.21
1986-01-30,0.0,25.59,69.38,18.32
1986-01-31,0.0,25.51,73.04,17.0
1986-02-01,0.0,26.08,66.04,18.22
1986-02-02,0.0,25.55,68.0,20.38
1986-02-03,0.0,25.07,75.42,17.44
1986-02-04,0.0,25.37,71.88,20.34
1986-02-05,0.0,25.33,67.33,18.87
1986-02-06,0.0,25.39,66.5,21.21
1986-02-07,0.0,23.69,68.54,26.07
1986-02-08,0.0,23.84,65.54,29.81
1986-02-09,0.0,22.96,67.17,28.88
1986-02-10,0.0,22.59,64.12,29.89
1986-02-11,0.0,22.81,64.33,28.14
1986-02-12,0.0,23.4,63.88,23.87
1986-02-13,0.0,24.33,70.17,18.96
1986-02-14,0.0,25.59,71.29,12.22
1986-02-15,0.0,25.58,76.46,5.75
1986-02-16,0.0,25.83,72.79,7.26
1986-02-17,0.0,25.17,68.92,6.96
1986-02-18,0.0,25.31,69.92,6.83
1986-02-19,0.0,26.06,65.17,8.19
1986-02-20,0.0,25.49,68.38,16.35
1986-02-21,0.0,25.08,65.62,25.56
1986-02-22,0.0,24.62,69.0,27.28
1986-02-23,0.0,23.88,70.12,24.18
1986-02-24,0.0,23.54,65.79,25.02
1986-02-25,0.0,23.38,69.92,26.55
1986-02-26,0.0,23.25,64.54,25.77
1986-02-27,0.0,23.8,64.29,26.29
1986-02-28,0.0,23.78,67.12,30.38
1986-03-01,0.0,23.82,63.88,32.41
1986-03-02,0.0,22.37,57.33,40.27
1986-03-03,0.0,21.39,52.54,39.91
1986-03-04,0.0,21.69,54.08,33.87
1986-03-05,0.0,23.54,55.33,31.21
1986-03-06,0.0,24.1,60.46,28.73
1986-03-07,0.0,24.84,62.71,29.07
1986-03-08,0.0,25.64,60.08,28.21
1986-03-09,0.0,25.93,63.17,26.54
1986-03-10,0.0,25.32,64.96,22.69
1986-03-11,0.0,26.0,63.88,17.65
1986-03-12,0.0,26.18,65.71,13.98
1986-03-13,0.0,26.55,66.29,13.29
1986-03-14,0.0,26.76,68.79,9.01
1986-03-15,0.0,27.0,70.38,5.69
1986-03-16,0.0,27.41,65.96,8.94
1986-03-17,0.0,27.5,64.38,7.31
1986-03-18,0.0,27.66,65.71,8.03
1986-03-19,0.0,27.36,60.33,9.64
1986-03-20,0.0,26.78,65.33,4.86
1986-03-21,0.0,26.97,67.21,6.74
1986-03-22,0.0,27.1,73.5,7.18
1986-03-23,0.0,26.12,72.38,14.82
1986-03-24,0.0,25.83,64.75,16.82
1986-03-25,0.0,25.92,62.21,16.87
1986-03-26,0.0,25.75,60.58,15.14
1986-03-27,0.0,26.46,68.04,10.96
1986-03-28,0.0,26.8,66.58,6.26
1986-03-29,0.0,27.63,69.29,5.6
1986-03-30,0.0,26.94,63.08,6.64
1986-03-31,0.0,26.94,59.12,6.78
1986-04-01,0.0,27.13,67.54,11.31
1986-04-02,0.0,26.99,58.96,10.04
1986-04-03,0.0,27.09,69.67,7.93
1986-04-04,0.0,26.82,66.25,14.64
1986-04-05,0.0,26.9,65.25,18.21
1986-04-06,0.0,26.83,56.96,21.51
1986-04-07,0.0,27.7,61.79,23.87
1986-04-08,0.0,28.16,64.25,19.85
1986-04-09,1.8,26.48,78.62,10.24
1986-04-10,0.0,27.27,75.21,4.92
1986-04-11,0.0,27.41,74.62,7.94
1986-04-12,0.0,26.82,65.88,19.26
1986-04-13,0.0,27.31,67.33,19.02
1986-04-14,0.0,27.39,68.62,17.03
1986-04-15,0.0,27.29,70.46,14.33
1986-04-16,0.0,26.64,67.67,17.66
1986-04-17,0.0,27.56,68.83,12.64
1986-04-18,0.0,27.55,72.33,8.08
1986-04-19,0.0,27.48,70.25,5.71
1986-04-20,0.0,27.88,69.75,7.9
1986-04-21,0.0,27.91,68.54,10.44
1986-04-22,0.0,28.7,66.79,11.45
1986-04-23,0.0,27.81,70.71,7.47
1986-04-24,0.0,27.5,66.92,10.04
1986-04-25,0.0,27.6,69.17,9.67
1986-04-26,0.0,27.27,67.5,13.02
1986-04-27,0.0,27.17,65.0,12.57
1986-04-28,0.0,27.26,65.46,11.69
1986-04-29,0.0,26.98,63.25,13.29
1986-04-30,0.0,27.12,63.88,16.14
1986-05-01,0.0,27.58,68.71,15.58
1986-05-02,0.0,28.55,65.29,12.85
1986-05-03,0.0,27.94,71.29,9.55
1986-05-04,0.0,27.97,70.75,9.36
1986-05-05,0.0,28.18,68.29,7.13
1986-05-06,0.0,28.93,68.5,5.53
1986-05-07,0.0,28.0,73.25,6.72
1986-05-08,0.0,28.64,69.21,6.67
1986-05-09,0.0,28.12,73.62,7.6
1986-05-10,0.0,28.55,71.54,12.58
1986-05-11,0.0,27.79,74.54,16.75
1986-05-12,0.0,27.94,69.5,17.63
1986-05-13,10.5,27.56,76.17,18.05
1986-05-14,0.1,29.1,64.92,21.77
1986-05-15,0.0,28.91,62.83,21.09
1986-05-16,0.0,29.7,59.75,18.81
1986-05-17,0.0,29.36,57.62,26.63
1986-05-18,10.3,26.22,78.67,28.3
1986-05-19,9.9,25.83,86.67,26.33
1986-05-20,0.0,26.81,74.71,24.68
1986-05-21,0.0,27.51,73.0,26.25
1986-05-22,0.1,28.11,70.42,23.38
1986-05-23,4.4,26.47,84.12,21.28
1986-05-24,14.9,24.64,94.21,18.88
1986-05-25,4.1,26.81,79.33,22.83
1986-05-26,11.6,25.27,90.88,21.71
1986-05-27,0.0,26.11,82.88,18.5
1986-05-28,0.0,28.23,69.88,21.21
1986-05-29,0.0,28.89,66.12,20.69
1986-05-30,0.0,29.23,66.25,22.57
1986-05-31,0.0,29.06,64.83,20.74
1986-06-01,0.0,28.34,69.38,18.86
1986-06-02,0.0,27.69,72.21,21.66
1986-06-03,0.0,28.26,68.96,24.16
1986-06-04,0.0,27.24,73.88,23.25
1986-06-05,0.0,27.63,73.42,21.11
1986-06-06,0.0,28.22,70.25,20.09
1986-06-07,0.1,28.02,72.79,17.64
1986-06-08,0.0,28.62,69.75,15.16
1986-06-09,0.1,28.76,71.54,14.45
1986-06-10,1.2,27.7,76.92,14.08
1986-06-11,0.1,29.02,69.5,11.76
1986-06-12,0.0,29.16,68.42,10.29
1986-06-13,0.4,27.82,74.21,9.37
1986-06-14,0.1,28.5,69.92,5.94
1986-06-15,0.0,28.53,71.04,6.87
1986-06-16,0.0,29.1,65.67,8.34
1986-06-17,0.2,29.48,70.92,15.02
1986-06-18,1.8,27.66,74.83,13.55
1986-06-19,15.6,26.89,83.75,13.39
1986-06-20,1.0,27.61,79.46,9.84
1986-06-21,16.2,25.91,92.96,9.81
1986-06-22,4.4,26.52,83.54,14.34
1986-06-23,1.2,26.94,81.33,19.84
1986-06-24,20.6,25.39,90.04,25.59
1986-06-25,9.3,26.41,81.17,19.44
1986-06-26,0.3,28.23,71.29,17.12
1986-06-27,2.8,26.2,83.17,16.45
1986-06-28,1.0,27.0,78.67,19.34
1986-06-29,0.0,27.85,72.96,18.7
1986-06-30,0.2,28.24,72.46,17.51
1986-07-01,0.1,29.09,67.83,17.97
1986-07-02,0.0,28.42,68.96,18.56
1986-07-03,0.4,27.88,70.12,23.76
1986-07-04,1.5,28.09,68.08,23.63
1986-07-05,3.8,26.72,79.33,20.11
1986-07-06,0.1,28.83,68.58,15.55
1986-07-07,0.4,28.4,71.83,16.51
1986-07-08,4.2,26.73,80.0,12.87
1986-07-09,0.0,28.39,70.71,21.51
1986-07-10,0.6,27.8,69.54,27.48
1986-07-11,26.0,25.41,93.42,26.74
1986-07-12,19.4,25.66,90.96,24.24
1986-07-13,0.0,26.58,76.67,16.8
1986-07-14,0.6,28.09,73.33,9.18
1986-07-15,0.0,27.05,74.71,13.47
1986-07-16,13.0,25.81,91.42,11.69
1986-07-17,6.1,26.23,81.58,19.44
1986-07-18,3.3,26.31,78.83,20.59
1986-07-19,0.4,24.58,88.71,20.71
1986-07-20,1.7,25.79,79.38,19.88
1986-07-21,7.4,25.32,86.25,12.55
1986-07-22,0.0,26.79,73.5,10.75
1986-07-23,6.1,24.83,90.25,9.69
1986-07-24,9.5,24.19,92.42,13.35
1986-07-25,4.7,24.57,89.46,12.93
1986-07-26,0.0,26.42,75.33,9.8
1986-07-27,0.1,26.97,73.38,8.4
1986-07-28,0.5,27.39,72.42,9.27
1986-07-29,0.0,27.55,69.46,10.36
1986-07-30,0.1,27.49,70.29,8.82
1986-07-31,1.2,27.79,72.5,8.25
1986-08-01,3.1,26.87,79.21,9.71
1986-08-02,1.3,26.76,78.04,13.72
1986-08-03,2.4,26.54,81.75,18.04
1986-08-04,10.1,26.02,87.88,13.17
1986-08-05,11.3,26.14,88.58,7.64
1986-08-06,7.9,25.68,92.08,8.11
1986-08-07,14.5,25.81,90.58,5.44
1986-08-08,11.4,25.95,91.92,4.9
1986-08-09,2.7,26.53,83.54,16.18
1986-08-10,3.3,27.03,78.92,20.07
1986-08-11,0.0,26.67,79.75,25.7
1986-08-12,9.3,25.31,92.21,21.54
1986-08-13,17.0,24.64,94.17,17.46
1986-08-14,22.3,24.19,96.17,11.07
1986-08-15,11.9,25.05,94.04,8.83
1986-08-16,5.7,24.59,93.21,15.81
1986-08-17,3.4,25.8,82.21,18.33
1986-08-18,0.1,24.76,89.75,9.01
1986-08-19,0.2,25.41,83.5,16.74
1986-08-20,0.1,24.17,89.33,19.28
1986-08-21,0.0,26.72,76.62,24.71
1986-08-22,0.0,26.57,76.42,28.75
1986-08-23,1.3,26.72,78.88,22.44
1986-08-24,0.1,27.18,75.83,19.48
1986-08-25,0.0,26.95,75.42,21.14
1986-08-26,0.0,26.55,79.38,22.86
1986-08-27,0.0,26.18,80.04,24.16
1986-08-28,4.8,25.49,87.5,23.48
1986-08-29,0.0,26.02,79.5,21.71
